Entry_ID;Entrytype;Featuretype
id_09180;entrytype:Toponym;featuretype:Pueblo
id_09181;entrytype:Toponym;featuretype:Pueblo
id_09182;entrytype:Toponym;featuretype:Pueblo
id_09183;entrytype:Toponym;featuretype:Pueblo
id_09184;entrytype:Toponym;featuretype:Pueblo
id_09185;entrytype:Toponym;featuretype:Rio
id_09186;entrytype:Toponym;featuretype:Isla
id_09187;entrytype:Toponym;featuretype:Isla
id_09188;entrytype:Toponym;featuretype:Rio
id_09189;entrytype:Toponym;featuretype:Pueblo
id_09190;entrytype:Toponym;featuretype:Pueblo
id_09191;entrytype:Toponym;featuretype:Pueblo
id_09192;entrytype:Toponym;featuretype:Pueblo
id_09193;entrytype:Toponym;featuretype:Pueblo
id_09194;entrytype:Toponym;featuretype:Pueblo
id_09195;entrytype:Toponym;featuretype:Pueblo
id_09196;entrytype:Toponym;featuretype:Pueblo
id_09197;entrytype:Toponym;featuretype:Pueblo
id_09198;entrytype:Toponym;featuretype:Pueblo
id_09199;entrytype:Toponym;featuretype:Pueblo
id_09200;entrytype:Toponym;featuretype:Pueblo
id_09201;entrytype:Toponym;featuretype:Pueblo
id_09202;entrytype:Toponym;featuretype:Pueblo
id_09203;entrytype:Toponym;featuretype:Pueblo
id_09204;entrytype:Toponym;featuretype:Pueblo
id_09205;entrytype:Toponym;featuretype:Pueblo
id_09206;entrytype:Toponym;featuretype:Pueblo
id_09207;entrytype:Toponym;featuretype:Pueblo
id_09208;entrytype:Toponym;featuretype:Pueblo
id_09209;entrytype:Toponym;featuretype:Pueblo
id_09210;entrytype:Toponym;featuretype:Pueblo
id_09211;entrytype:Toponym;featuretype:Pueblo
id_09212;entrytype:Toponym;featuretype:Pueblo
id_09213;entrytype:Toponym;featuretype:Ciudad
id_09214;entrytype:Toponym;featuretype:Pueblo
id_09215;entrytype:Toponym;featuretype:Aldea
id_09216;entrytype:Toponym;featuretype:Bahía
id_09217;entrytype:Toponym;featuretype:Laguna
id_09218;entrytype:Toponym;featuretype:Cabo
id_09219;entrytype:Toponym;featuretype:Bahía
id_09220;entrytype:Toponym;featuretype:Rio
id_09221;entrytype:Toponym;featuretype:Isla
id_09222;entrytype:Toponym;featuretype:Rio
id_09223;entrytype:Toponym;featuretype:Llanura
id_09224;entrytype:Toponym;featuretype:Rio
id_09225;entrytype:Toponym;featuretype:Ciudad
id_09226;entrytype:Toponym;featuretype:Provincia
id_09227;entrytype:Toponym;featuretype:Pueblo
id_09228;entrytype:Toponym;featuretype:Nación 
id_09229;entrytype:Toponym;featuretype:Pueblo
id_09230;entrytype:Toponym;featuretype:Fuerte
id_09231;entrytype:Toponym;featuretype:Pueblo
id_09232;entrytype:Toponym;featuretype:Rio
id_09233;entrytype:Toponym;featuretype:Isla
id_09234;entrytype:Toponym;featuretype:Golfo
id_09235;entrytype:Toponym;featuretype:Pueblo
id_09236;entrytype:Toponym;featuretype:Rio
id_09237;entrytype:Toponym;featuretype:Pueblo
id_09239;entrytype:Toponym;featuretype:Ciudad
id_09240;entrytype:Toponym;featuretype:Condado
id_09240a;entrytype:Toponym;featuretype:Pueblo
id_09241;entrytype:Toponym;featuretype:Rio
id_09242;entrytype:Toponym;featuretype:Pueblo
id_09243;entrytype:Toponym;featuretype:Pueblo
id_09244;entrytype:Toponym;featuretype:Pueblo
id_09245;entrytype:Toponym;featuretype:Rio
id_09246;entrytype:Toponym;featuretype:Pueblo
id_09247;entrytype:Toponym;featuretype:Rio
id_09248;entrytype:Toponym;featuretype:Fuerte
id_09249;entrytype:Toponym;featuretype:Villa
id_09250;entrytype:Toponym;featuretype:Rio
id_09251;entrytype:Toponym;featuretype:Provincia
id_09252;entrytype:Toponym;featuretype:Pueblo
id_09255;entrytype:Toponym;featuretype:Puerto
id_09256;entrytype:Referral;featuretype:None
id_09257;entrytype:Toponym;featuretype:Rio
id_09259;entrytype:Toponym;featuretype:Islotes
id_09260;entrytype:Toponym;featuretype:Rio
id_09261;entrytype:Toponym;featuretype:Punta
id_09262;entrytype:Toponym;featuretype:Pueblo
id_09263;entrytype:Toponym;featuretype:Rio
id_09264;entrytype:Toponym;featuretype:Pueblo
id_09265;entrytype:Toponym;featuretype:Pueblo
id_09266;entrytype:Toponym;featuretype:Puerto
id_09267;entrytype:Toponym;featuretype:Monte
id_09268;entrytype:Toponym;featuretype:Pueblo
id_09269;entrytype:Toponym;featuretype:Rio
id_09270;entrytype:Toponym;featuretype:Rio
id_09271;entrytype:Toponym;featuretype:Pueblo
id_09272;entrytype:Toponym;featuretype:Rio
id_09273;entrytype:Toponym;featuretype:Pueblo
id_09274;entrytype:Toponym;featuretype:Pueblo
id_09275;entrytype:Toponym;featuretype:Pueblo
id_09276;entrytype:Toponym;featuretype:Pueblo
id_09277;entrytype:Toponym;featuretype:Isla
id_09278;entrytype:Toponym;featuretype:Brazo
id_09279;entrytype:Toponym;featuretype:Rio
id_09280;entrytype:Toponym;featuretype:Pueblo
id_09281;entrytype:Toponym;featuretype:Partido
id_09282;entrytype:Toponym;featuretype:Ciudad
id_09283;entrytype:Toponym;featuretype:Pueblo
id_09284;entrytype:Toponym;featuretype:Pueblo
id_09285;entrytype:Demonym;featuretype:Nación
id_09286;entrytype:Toponym;featuretype:Rio
id_09287;entrytype:Toponym;featuretype:Pueblo
id_09288;entrytype:Toponym;featuretype:Pueblo
id_09289;entrytype:Toponym;featuretype:Pueblo
id_09290;entrytype:Toponym;featuretype:Pueblo
id_09291;entrytype:Toponym;featuretype:Pueblo
id_09292;entrytype:Toponym;featuretype:Pueblo
id_09293;entrytype:Toponym;featuretype:Pueblo
id_09294;entrytype:Toponym;featuretype:Pueblo
id_09295;entrytype:Toponym;featuretype:Pueblo
id_09296;entrytype:Toponym;featuretype:Pueblo
id_09297;entrytype:Toponym;featuretype:Rio
id_09298;entrytype:Toponym;featuretype:Pueblo
id_09299;entrytype:Toponym;featuretype:Punta
id_09300;entrytype:Toponym;featuretype:Rio
id_09301;entrytype:Toponym;featuretype:Bahía
id_09302;entrytype:Toponym;featuretype:Rio
id_09303;entrytype:Toponym;featuretype:Rio
id_09304;entrytype:Toponym;featuretype:Pueblo
id_09305;entrytype:Toponym;featuretype:Isla
id_09306;entrytype:Toponym;featuretype:Pueblo
id_09307;entrytype:Toponym;featuretype:Rio
id_09308;entrytype:Toponym;featuretype:Pueblo
id_09309;entrytype:Toponym;featuretype:Rio
id_09310;entrytype:Toponym;featuretype:Rio
id_09311;entrytype:Toponym;featuretype:Pueblo
id_09312;entrytype:Toponym;featuretype:Rio
id_09313;entrytype:Toponym;featuretype:Punta
id_09314;entrytype:Toponym;featuretype:Rio
id_09315;entrytype:Toponym;featuretype:Rio
id_09316;entrytype:Demonym;featuretype:Nación
id_09317;entrytype:Toponym;featuretype:Pueblo
id_09318;entrytype:Toponym;featuretype:Rio
id_09319;entrytype:Toponym;featuretype:Laguna
id_09320;entrytype:Toponym;featuretype:Rio
id_09321;entrytype:Toponym;featuretype:Aldea
id_09322;entrytype:Toponym;featuretype:Pueblo
id_09323;entrytype:Toponym;featuretype:Rio
id_09324;entrytype:Toponym;featuretype:Pueblo
id_09325;entrytype:Toponym;featuretype:Pueblo
id_09326;entrytype:Toponym;featuretype:Rio
id_09327;entrytype:Toponym;featuretype:Brazo
id_09328;entrytype:Toponym;featuretype:Pueblo
id_09329;entrytype:Toponym;featuretype:Rio
id_09330;entrytype:Toponym;featuretype:Punta
id_09331;entrytype:Toponym;featuretype:Rio
id_09332;entrytype:Toponym;featuretype:Pueblo
id_09333;entrytype:Toponym;featuretype:Pueblo
id_09334;entrytype:Toponym;featuretype:Pueblo
id_09335;entrytype:Toponym;featuretype:Pueblo
id_09336;entrytype:Toponym;featuretype:Isla
id_09337;entrytype:Toponym;featuretype:Islas
id_09338;entrytype:Toponym;featuretype:Rio
id_09338a;entrytype:Toponym;featuretype:Isla
id_09339;entrytype:Toponym;featuretype:Pueblo
id_09340;entrytype:Toponym;featuretype:Punta
id_09341;entrytype:Toponym;featuretype:Ciudad
id_09342;entrytype:Toponym;featuretype:Pueblo
id_09343;entrytype:Toponym;featuretype:Rio
id_09344;entrytype:Toponym;featuretype:Canal
id_09345;entrytype:Toponym;featuretype:País
id_09346;entrytype:Toponym;featuretype:Puerto
id_09347;entrytype:Toponym;featuretype:Fuerte
id_09348;entrytype:Toponym;featuretype:Rio
id_09349;entrytype:Toponym;featuretype:Pueblo
id_09350;entrytype:Toponym;featuretype:Pueblo
id_09351;entrytype:Toponym;featuretype:Pueblo
id_09352;entrytype:Toponym;featuretype:Pueblo
id_09353;entrytype:Toponym;featuretype:Pueblo
id_09354;entrytype:Toponym;featuretype:Pueblo
id_09355;entrytype:Toponym;featuretype:Pueblo
id_09356;entrytype:Toponym;featuretype:Pueblo
id_09357;entrytype:Toponym;featuretype:Pueblo
id_09358;entrytype:Toponym;featuretype:Pueblo
id_09359;entrytype:Toponym;featuretype:Pueblo
id_09360;entrytype:Toponym;featuretype:Pueblo
id_09361;entrytype:Toponym;featuretype:Pueblo
id_09362;entrytype:Toponym;featuretype:Pueblo
id_09363;entrytype:Toponym;featuretype:Pueblo
id_09364;entrytype:Toponym;featuretype:Pueblo
id_09365;entrytype:Toponym;featuretype:Pueblo
id_09366;entrytype:Toponym;featuretype:Pueblo
id_09367;entrytype:Toponym;featuretype:Pueblo
id_09368;entrytype:Toponym;featuretype:Pueblo
id_09369;entrytype:Toponym;featuretype:Ciudad
id_09370;entrytype:Toponym;featuretype:Islas
id_09371;entrytype:Toponym;featuretype:Monte
id_09372;entrytype:Toponym;featuretype:Punta
id_09373;entrytype:Toponym;featuretype:Bahía
id_09374;entrytype:Toponym;featuretype:Isla
id_09375;entrytype:Toponym;featuretype:Canal
id_09376;entrytype:Toponym;featuretype:Rio
id_09377;entrytype:Toponym;featuretype:Rio
id_09378;entrytype:Toponym;featuretype:Rio
id_09379;entrytype:Toponym;featuretype:Rio
id_09380;entrytype:Toponym;featuretype:Rio
id_09381;entrytype:Toponym;featuretype:Pueblo
id_09382;entrytype:Toponym;featuretype:Rio
id_09383;entrytype:Toponym;featuretype:Valle
id_09384;entrytype:Toponym;featuretype:Rio
id_09385;entrytype:Toponym;featuretype:Pueblo
id_09386;entrytype:Toponym;featuretype:Ciudad
id_09387;entrytype:Toponym;featuretype:Rio
id_09388;entrytype:Toponym;featuretype:Pueblo
id_09389;entrytype:Toponym;featuretype:Rio
id_09390;entrytype:Toponym;featuretype:Rio
id_09391;entrytype:Toponym;featuretype:Rio
id_09392;entrytype:Toponym;featuretype:Cerro
id_09393;entrytype:Toponym;featuretype:Isla
id_09394;entrytype:Toponym;featuretype:Cabo
id_09395;entrytype:Referral;featuretype:None
id_09396;entrytype:Toponym;featuretype:Pueblo
id_09397;entrytype:Toponym;featuretype:Laguna
id_09398;entrytype:Toponym;featuretype:Isla
id_09399;entrytype:Toponym;featuretype:Rio
id_09400;entrytype:Toponym;featuretype:Rio
id_09401;entrytype:Toponym;featuretype:Pueblo
id_09402;entrytype:Toponym;featuretype:Isla
id_09403;entrytype:Toponym;featuretype:Rio
id_09404;entrytype:Toponym;featuretype:Rio
id_09405;entrytype:Toponym;featuretype:Rio
id_09406;entrytype:Toponym;featuretype:Laguna
id_09407;entrytype:Toponym;featuretype:Monte
id_09408;entrytype:Toponym;featuretype:Rio
id_09409;entrytype:Toponym;featuretype:Pueblo
id_09410;entrytype:Toponym;featuretype:Montañas
id_09411;entrytype:Toponym;featuretype:Pueblo
id_09412;entrytype:Toponym;featuretype:Provincia
id_09414;entrytype:Toponym;featuretype:Provincia
id_09415;entrytype:Toponym;featuretype:Pueblo
id_09416;entrytype:Toponym;featuretype:Rio
id_09417;entrytype:Toponym;featuretype:Pueblo
id_09418;entrytype:Toponym;featuretype:Pueblo
id_09419;entrytype:Toponym;featuretype:Pueblo
id_09420;entrytype:Toponym;featuretype:Rio
id_09421;entrytype:Toponym;featuretype:Pueblo
id_09422;entrytype:Toponym;featuretype:Canal
id_09423;entrytype:Toponym;featuretype:Rio
id_09424;entrytype:Toponym;featuretype:Extremidad
id_09425;entrytype:Toponym;featuretype:Pueblo
id_09426;entrytype:Toponym;featuretype:Fuente
id_09427;entrytype:Toponym;featuretype:Pueblo
id_09428;entrytype:Toponym;featuretype:Pueblo
id_09429;entrytype:Toponym;featuretype:Pueblo
id_09430;entrytype:Toponym;featuretype:Pueblo
id_09431;entrytype:Toponym;featuretype:Pueblo
id_09432;entrytype:Toponym;featuretype:Pueblo
id_09433;entrytype:Toponym;featuretype:Rio
id_09434;entrytype:Toponym;featuretype:Punta
id_09434a;entrytype:Toponym;featuretype:Punta
id_09435;entrytype:Toponym;featuretype:Puerto
id_09436;entrytype:Toponym;featuretype:Rio
id_09437;entrytype:Toponym;featuretype:Baxos
id_09438;entrytype:Toponym;featuretype:Pueblo
id_09439;entrytype:Toponym;featuretype:Pueblo
id_09440;entrytype:Toponym;featuretype:Pueblo
id_09441;entrytype:Toponym;featuretype:Pueblo
id_09442;entrytype:Toponym;featuretype:Ciudad
id_09443;entrytype:Demonym;featuretype:Nación
id_09444;entrytype:Toponym;featuretype:Puerto
id_09445;entrytype:Toponym;featuretype:Pueblo
id_09446;entrytype:Toponym;featuretype:Pueblo
id_09447;entrytype:Toponym;featuretype:Pueblo
id_09448;entrytype:Demonym;featuretype:Nación
id_09449;entrytype:Toponym;featuretype:Rio
id_09450;entrytype:Toponym;featuretype:Pueblo
id_09451;entrytype:Toponym;featuretype:Rio
id_09452;entrytype:Toponym;featuretype:Pueblo
id_09453;entrytype:Toponym;featuretype:Pueblo
id_09454;entrytype:Toponym;featuretype:Pueblo
id_09455;entrytype:Toponym;featuretype:Ciudad
id_09456;entrytype:Toponym;featuretype:Ciudad
id_09457;entrytype:Toponym;featuretype:Rio
id_09458;entrytype:Toponym;featuretype:Isla
id_09459;entrytype:Toponym;featuretype:Rio
id_09460;entrytype:Toponym;featuretype:Provincia
id_09461;entrytype:Toponym;featuretype:Pueblo
id_09462;entrytype:Toponym;featuretype:Pueblo
id_09463;entrytype:Toponym;featuretype:Valle
id_09464;entrytype:Toponym;featuretype:Rio
id_09465;entrytype:Demonym;featuretype:Nación
id_09466;entrytype:Toponym;featuretype:Rio
id_09467;entrytype:Toponym;featuretype:Pueblo
id_09468;entrytype:Toponym;featuretype:Jurisdicción
id_09468a;entrytype:Toponym;featuretype:Pueblo
id_09469;entrytype:Toponym;featuretype:Pueblo
id_09470;entrytype:Toponym;featuretype:Isla
id_09471;entrytype:Toponym;featuretype:Llanura
id_09472;entrytype:Toponym;featuretype:Laguna
id_09473;entrytype:Toponym;featuretype:Pueblo
id_09474;entrytype:Toponym;featuretype:Provincia
id_09475;entrytype:Toponym;featuretype:Pueblo
id_09476;entrytype:Toponym;featuretype:Pueblo
id_09477;entrytype:Toponym;featuretype:Rio
id_09478;entrytype:Toponym;featuretype:Pueblo
id_09479;entrytype:Toponym;featuretype:Rio
id_09480;entrytype:Toponym;featuretype:Provincia
id_09481;entrytype:Toponym;featuretype:Paso
id_09482;entrytype:Toponym;featuretype:Isla
id_09483;entrytype:Toponym;featuretype:Isleta
id_09484;entrytype:Toponym;featuretype:Puerto
id_09485;entrytype:Toponym;featuretype:Pueblo
id_09486;entrytype:Toponym;featuretype:Pueblo
id_09487;entrytype:Toponym;featuretype:Punta
id_09488;entrytype:Toponym;featuretype:Islas
id_09489;entrytype:Toponym;featuretype:Baxos
id_09490;entrytype:Toponym;featuretype:Pueblo
id_09491;entrytype:Toponym;featuretype:Rio
id_09492;entrytype:Toponym;featuretype:Rio
id_09493;entrytype:Referral;featuretype:None
id_09494;entrytype:Toponym;featuretype:Pueblo
id_09495;entrytype:Toponym;featuretype:Rio
id_09496;entrytype:Toponym;featuretype:Peñascos
id_09497;entrytype:Toponym;featuretype:Laguna
id_09498;entrytype:Toponym;featuretype:Pueblo
id_09499;entrytype:Toponym;featuretype:Pueblo
id_09500;entrytype:Toponym;featuretype:Rio
id_09501;entrytype:Toponym;featuretype:Rio
id_09502;entrytype:Toponym;featuretype:Laguna
id_09503;entrytype:Toponym;featuretype:Rio
id_09504;entrytype:Toponym;featuretype:Laguna
id_09505;entrytype:Toponym;featuretype:Rio
id_09506;entrytype:Toponym;featuretype:Pueblo
id_09507;entrytype:Toponym;featuretype:Rio
id_09508;entrytype:Toponym;featuretype:Rio
id_09509;entrytype:Toponym;featuretype:Rio
id_09510;entrytype:Toponym;featuretype:Puerto
id_09511;entrytype:Toponym;featuretype:Punta
id_09512;entrytype:Toponym;featuretype:Caño
id_09513;entrytype:Toponym;featuretype:Rio
id_09514;entrytype:Toponym;featuretype:Pueblo
id_09515;entrytype:Toponym;featuretype:Isla
id_09516;entrytype:Toponym;featuretype:Pueblo
id_09517;entrytype:Toponym;featuretype:Pueblo
id_09518;entrytype:Toponym;featuretype:Isla
id_09519;entrytype:Demonym;featuretype:Nación
id_09520;entrytype:Toponym;featuretype:Rio
id_09521;entrytype:Toponym;featuretype:Fuente
id_09522;entrytype:Toponym;featuretype:Rio
id_09523;entrytype:Toponym;featuretype:Villa
id_09524;entrytype:Toponym;featuretype:Pueblo
id_09525;entrytype:Toponym;featuretype:Pueblo
id_09526;entrytype:Toponym;featuretype:Rio
id_09527;entrytype:Toponym;featuretype:Rio
id_09528;entrytype:Toponym;featuretype:Puerto
id_09529;entrytype:Toponym;featuretype:Monte
id_09530;entrytype:Toponym;featuretype:Pueblo
id_09531;entrytype:Toponym;featuretype:Rio
id_09532;entrytype:Toponym;featuretype:Isla
id_09533;entrytype:Toponym;featuretype:Partido
id_09534;entrytype:Toponym;featuretype:Pueblo
id_09535;entrytype:Toponym;featuretype:Pueblo
id_09536;entrytype:Toponym;featuretype:Playa
id_09537;entrytype:Toponym;featuretype:Pueblo
id_09538;entrytype:Toponym;featuretype:Pueblo
id_09539;entrytype:Toponym;featuretype:Rio
id_09540;entrytype:Toponym;featuretype:Ensenada
id_09541;entrytype:Toponym;featuretype:Punta
id_09542;entrytype:Toponym;featuretype:Rio
id_09543;entrytype:Toponym;featuretype:Rio
id_09544;entrytype:Toponym;featuretype:Rio
id_09545;entrytype:Toponym;featuretype:Aldea
id_09546;entrytype:Toponym;featuretype:Rio
id_09547;entrytype:Demonym;featuretype:Casta
id_09548;entrytype:Toponym;featuretype:Pueblo
id_09549;entrytype:Toponym;featuretype:Pueblo
id_09550;entrytype:Toponym;featuretype:Isla
id_09551;entrytype:Toponym;featuretype:Punta
id_09552;entrytype:Toponym;featuretype:Punta
id_09553;entrytype:Toponym;featuretype:Punta
id_09554;entrytype:Toponym;featuretype:Islas
id_09555;entrytype:Toponym;featuretype:Rio
id_09556;entrytype:Toponym;featuretype:Ciudad
id_09557;entrytype:Toponym;featuretype:Pueblo
id_09558;entrytype:Toponym;featuretype:Pueblo
id_09559;entrytype:Toponym;featuretype:País
id_09560;entrytype:Toponym;featuretype:Lago
id_09561;entrytype:Toponym;featuretype:Rio
id_09562;entrytype:Toponym;featuretype:Pueblo
id_09563;entrytype:Toponym;featuretype:Pueblo
id_09564;entrytype:Toponym;featuretype:Laguna
id_09565;entrytype:Demonym;featuretype:Nación
id_09566;entrytype:Toponym;featuretype:Rio
id_09567;entrytype:Toponym;featuretype:Rio
id_09568;entrytype:Toponym;featuretype:Isla
id_09569;entrytype:Toponym;featuretype:Rio
id_09570;entrytype:Toponym;featuretype:Ciudad
id_09571;entrytype:Toponym;featuretype:Pueblo
id_09572;entrytype:Toponym;featuretype:Ciudad
id_09573;entrytype:Toponym;featuretype:Rio
id_09574;entrytype:Toponym;featuretype:Pueblo
id_09575;entrytype:Referral;featuretype:None
id_09576;entrytype:Toponym;featuretype:Isla
id_09577;entrytype:Toponym;featuretype:Villa
id_09578;entrytype:Toponym;featuretype:Llanuras
id_09579;entrytype:Toponym;featuretype:Pueblo
id_09580;entrytype:Toponym;featuretype:Rio
id_09581;entrytype:Toponym;featuretype:Pueblo
id_09582;entrytype:Toponym;featuretype:Rio
id_09583;entrytype:Toponym;featuretype:Rio
id_09584;entrytype:Toponym;featuretype:Pueblo
id_09585;entrytype:Toponym;featuretype:Bahía
id_09586;entrytype:Toponym;featuretype:Punta
id_09587;entrytype:Toponym;featuretype:Pueblo
id_09588;entrytype:Toponym;featuretype:Rio
id_09589;entrytype:Toponym;featuretype:Rio
id_09590;entrytype:Toponym;featuretype:Pueblo
id_09591;entrytype:Toponym;featuretype:Pueblo
id_09592;entrytype:Toponym;featuretype:Rio
id_09593;entrytype:Toponym;featuretype:Rio
id_09594;entrytype:Toponym;featuretype:Pueblo
id_09595;entrytype:Toponym;featuretype:Rio
id_09596;entrytype:Toponym;featuretype:Pueblo
id_09597;entrytype:Toponym;featuretype:Rio
id_09598;entrytype:Toponym;featuretype:Rio
id_09599;entrytype:Toponym;featuretype:Pueblo
id_09600;entrytype:Toponym;featuretype:Pueblo
id_09601;entrytype:Toponym;featuretype:Pueblo
id_09602;entrytype:Demonym;featuretype:Nación
id_09603;entrytype:Toponym;featuretype:Partido
id_09604;entrytype:Toponym;featuretype:Monte
id_09605;entrytype:Toponym;featuretype:Pueblo
id_09606;entrytype:Toponym;featuretype:Valle
id_09607;entrytype:Toponym;featuretype:Rio
id_09608;entrytype:Toponym;featuretype:Mar
id_09609;entrytype:Toponym;featuretype:Mar
id_09610;entrytype:Toponym;featuretype:Mar
id_09611;entrytype:Toponym;featuretype:Mar
id_09612;entrytype:Toponym;featuretype:Mar
id_09613;entrytype:Toponym;featuretype:Mar
id_09614;entrytype:Toponym;featuretype:Mar
id_09615;entrytype:Toponym;featuretype:Mar
id_09616;entrytype:Toponym;featuretype:Mar
id_09617;entrytype:Toponym;featuretype:Pueblo
id_09618;entrytype:Toponym;featuretype:Laguna
id_09619;entrytype:Toponym;featuretype:Isla
id_09620;entrytype:Toponym;featuretype:Pueblo
id_09621;entrytype:Toponym;featuretype:Ciudad
id_09621a;entrytype:Toponym;featuretype:Laguna
id_09622;entrytype:Toponym;featuretype:Pueblo
id_09623;entrytype:Toponym;featuretype:Pueblo
id_09624;entrytype:Toponym;featuretype:Rio
id_09625;entrytype:Toponym;featuretype:Isla
id_09626;entrytype:Toponym;featuretype:Rio
id_09627;entrytype:Toponym;featuretype:Punta
id_09628;entrytype:Toponym;featuretype:Puerto
id_09629;entrytype:Toponym;featuretype:Isla
id_09630;entrytype:Toponym;featuretype:Pueblo
id_09631;entrytype:Toponym;featuretype:Cordillera
id_09632;entrytype:Toponym;featuretype:Rio
id_09633;entrytype:Toponym;featuretype:Laguna
id_09634;entrytype:Toponym;featuretype:Rio
id_09635;entrytype:Toponym;featuretype:Pueblo
id_09636;entrytype:Toponym;featuretype:Pueblo
id_09637;entrytype:Referral;featuretype:None
id_09638;entrytype:Toponym;featuretype:Pueblo
id_09639;entrytype:Toponym;featuretype:Pueblo
id_09640;entrytype:Toponym;featuretype:Isla
id_09641;entrytype:Toponym;featuretype:Isla
id_09642;entrytype:Toponym;featuretype:Rio
id_09643;entrytype:Toponym;featuretype:Pueblo
id_09644;entrytype:Toponym;featuretype:Isla
id_09645;entrytype:Toponym;featuretype:Rio
id_09646;entrytype:Toponym;featuretype:Provincia
id_09647;entrytype:Toponym;featuretype:Rio
id_09648;entrytype:Toponym;featuretype:Pueblo
id_09649;entrytype:Toponym;featuretype:Pueblo
id_09650;entrytype:Toponym;featuretype:Rio
id_09651;entrytype:Toponym;featuretype:Rio
id_09652;entrytype:Toponym;featuretype:Pueblo
id_09653;entrytype:Toponym;featuretype:Salto
id_09654;entrytype:Toponym;featuretype:Parage
id_09655;entrytype:Toponym;featuretype:Rio
id_09656;entrytype:Toponym;featuretype:Rio
id_09657;entrytype:Toponym;featuretype:Pueblo
id_09658;entrytype:Toponym;featuretype:Pueblo
id_09659;entrytype:Toponym;featuretype:Rio
id_09660;entrytype:Toponym;featuretype:Alcaldía mayor
id_09661;entrytype:Toponym;featuretype:Rio
id_09662;entrytype:Toponym;featuretype:Laguna
id_09663;entrytype:Toponym;featuretype:Rio
id_09664;entrytype:Toponym;featuretype:Rio
id_09665;entrytype:Toponym;featuretype:Villa
id_09666;entrytype:Toponym;featuretype:Ciudad
id_09667;entrytype:Toponym;featuretype:Ciudad
id_09668;entrytype:Toponym;featuretype:Fuerte
id_09669;entrytype:Toponym;featuretype:Pueblo
id_09670;entrytype:Toponym;featuretype:Pueblo
id_09671;entrytype:Toponym;featuretype:Pueblo
id_09672;entrytype:Toponym;featuretype:Pueblo
id_09673;entrytype:Toponym;featuretype:Pueblo
id_09674;entrytype:Toponym;featuretype:Pueblo
id_09675;entrytype:Toponym;featuretype:Pueblo
id_09676;entrytype:Toponym;featuretype:Pueblo
id_09677;entrytype:Toponym;featuretype:Pueblo
id_09678;entrytype:Toponym;featuretype:Pueblo
id_09679;entrytype:Toponym;featuretype:Pueblo
id_09680;entrytype:Toponym;featuretype:Pueblo
id_09681;entrytype:Toponym;featuretype:Pueblo
id_09682;entrytype:Toponym;featuretype:Pueblo
id_09683;entrytype:Toponym;featuretype:Pueblo
id_09684;entrytype:Toponym;featuretype:Pueblo
id_09685;entrytype:Toponym;featuretype:Pueblo
id_09686;entrytype:Toponym;featuretype:Pueblo
id_09687;entrytype:Toponym;featuretype:Pueblo
id_09688;entrytype:Toponym;featuretype:Pueblo
id_09689;entrytype:Toponym;featuretype:Pueblo
id_09690;entrytype:Toponym;featuretype:Pueblo
id_09691;entrytype:Toponym;featuretype:Pueblo
id_09692;entrytype:Toponym;featuretype:Pueblo
id_09693;entrytype:Toponym;featuretype:Pueblo
id_09694;entrytype:Toponym;featuretype:Pueblo
id_09695;entrytype:Toponym;featuretype:Cabo
id_09696;entrytype:Toponym;featuretype:Cabo
id_09697;entrytype:Toponym;featuretype:Lagunas
id_09698;entrytype:Toponym;featuretype:Bahía
id_09699;entrytype:Toponym;featuretype:Rio
id_09700;entrytype:Toponym;featuretype:Rio
id_09701;entrytype:Toponym;featuretype:Cabo
id_09702;entrytype:Toponym;featuretype:Rio
id_09703;entrytype:Toponym;featuretype:Islas
id_09704;entrytype:Referral;featuretype:None
id_09705;entrytype:Toponym;featuretype:Pueblo
id_09706;entrytype:Toponym;featuretype:Isla
id_09707;entrytype:Toponym;featuretype:Pueblo
id_09708;entrytype:Toponym;featuretype:Pueblo
id_09709;entrytype:Toponym;featuretype:Pueblo
id_09709a;entrytype:Toponym;featuretype:Rio
id_09710;entrytype:Toponym;featuretype:Bahía
id_09711;entrytype:Toponym;featuretype:Bahía
id_09712;entrytype:Referral;featuretype:None
id_09713;entrytype:Toponym;featuretype:Pueblo
id_09714;entrytype:Toponym;featuretype:Pueblo
id_09715;entrytype:Toponym;featuretype:Pueblo
id_09716;entrytype:Toponym;featuretype:Puerto
id_09717;entrytype:Toponym;featuretype:Punta
id_09718;entrytype:Toponym;featuretype:Villa
id_09719;entrytype:Toponym;featuretype:Pueblo
id_09720;entrytype:Toponym;featuretype:Pueblo
id_09721;entrytype:Toponym;featuretype:Pueblo
id_09722;entrytype:Toponym;featuretype:Pueblo
id_09723;entrytype:Toponym;featuretype:Pueblo
id_09724;entrytype:Toponym;featuretype:Pueblo
id_09725;entrytype:Toponym;featuretype:Pueblo
id_09726;entrytype:Toponym;featuretype:Pueblo
id_09727;entrytype:Toponym;featuretype:Pueblo
id_09728;entrytype:Toponym;featuretype:Pueblo
id_09729;entrytype:Toponym;featuretype:Pueblo
id_09730;entrytype:Toponym;featuretype:Pueblo
id_09731;entrytype:Toponym;featuretype:Pueblo
id_09732;entrytype:Toponym;featuretype:Pueblo
id_09733;entrytype:Toponym;featuretype:Pueblo
id_09734;entrytype:Toponym;featuretype:Pueblo
id_09735;entrytype:Toponym;featuretype:Pueblo
id_09736;entrytype:Toponym;featuretype:Pueblo
