entry_id,corresp_entry,normname,entrytype,majortype,featuretype,province,region,PlaceID
id_12204,,Papagayos,Toponym,landmark,Bahía,unspecified,Patagonia,TopUrbiPlace22500
id_12205,,Papagayoso,Toponym,settlement,Pueblo,San Vicente,Brasil,TopUrbiPlace22501
id_12206,,Montagne du Papaguai,Toponym,landmark,Monte,Cayena,unspecified,TopUrbiPlace22502
id_12207,,Papallacta,Toponym,settlement,Pueblo,Quijos y Macas,Quito,TopUrbiPlace22503
id_12208,,Papallacta,Toponym,landmark,Rio,Quijos y Macas,unspecified,TopUrbiPlace22504
id_12209,,Papalotipac,Toponym,settlement,Pueblo,Cuicatlan,Nueva España,TopUrbiPlace22505
id_12210,,Papalotipan,Toponym,settlement,Barrio,Guauchinango,Nueva España,TopUrbiPlace22506
id_12211,,Santo Toribio de Papalotla,Toponym,settlement,Pueblo,Texcoco,Nueva España,TopUrbiPlace22507
id_12212,,San Miguel Papalotla,Toponym,settlement,Pueblo,Cholula,Nueva España,TopUrbiPlace22508
id_12213,,Papalotla,Toponym,landmark,Rio,unspecified,Nueva España,TopUrbiPlace22509
id_12214,,Papamene,Toponym,landmark,Rio,Nuevo Reyno de Granada,Nueva Granada,TopUrbiPlace22510
id_12215,,Papantla,Toponym,territory,Alcaldía mayor,Papantla,unspecified,TopUrbiPlace22511
id_12215a,,Papantla,Toponym,settlement,Pueblo,Papantla,unspecified,TopUrbiPlace22512
id_12216,,Papare,Toponym,settlement,Pueblo,Santa Marta,Nueva Granada,TopUrbiPlace22513
id_12217,,Paparo,Toponym,landmark,Rio,Cumana,unspecified,TopUrbiPlace22514
id_12218,,Papas,Toponym,landmark,Laguna,Popayan,Quito,TopUrbiPlace22515
id_12219,,Papasquiaro,Toponym,settlement,Pueblo,Tepehuana,Nueva Vizcaya,TopUrbiPlace22516
id_12220,,Papateruanas,Toponym,settlement,Pueblo,Amazonas,Brasil,TopUrbiPlace22517
id_12221,,Papaxtla,Toponym,settlement,Pueblo,Sochicoatlan,Nueva España,TopUrbiPlace22518
id_12222,,Papegway,Toponym,landmark,Isla,Guayana,unspecified,TopUrbiPlace22519
id_12223,,Ensenada de Papillons,Toponym,landmark,Ensenada,San Cristobal,unspecified,TopUrbiPlace22520
id_12224,,Papimovagane,Toponym,landmark,Lago,Canada,Nueva Francia,TopUrbiPlace22521
id_12225,,Bahía des Papinachois,Toponym,landmark,Bahía,Canada,unspecified,TopUrbiPlace22522
id_12226,,Paposo,Toponym,settlement,Pueblo,Copiapo,Chile,TopUrbiPlace22523
id_12227,,Papres,Toponym,settlement,Pueblo,Quispicanchi,Perú,TopUrbiPlace22524
id_12228,,Papudo,Toponym,landmark,Puerto,unspecified,Chile,TopUrbiPlace22525
id_12229,,Santiago de Papuja,Toponym,settlement,Pueblo,Azangaro,Perú,TopUrbiPlace22526
id_12230,,Papulatla,Toponym,settlement,Pueblo,Chilapa,Nueva España,TopUrbiPlace22527
id_12231,,Papunacas,Toponym,human_group,Nación,Marañon,unspecified,TopUrbiGroup22528
id_12232,,Paquitanet,Toponym,landmark,Rio,Luisiana,Luisiana,TopUrbiPlace22529
id_12233,,Paquitigasta,Toponym,settlement,Pueblo,Tucuman,unspecified,TopUrbiPlace22530
id_12234,,Gran Pará,Toponym,territory,Provincia,Amazonas,Brasil,TopUrbiPlace22531
id_12234a,,Nuestra Señora de Belén Gran Pará,Toponym,settlement,Ciudad,Para,unspecified,TopUrbiPlace22532
id_12235,,Pará,Toponym,landmark,Rio,Amazonas,unspecified,TopUrbiPlace22533
id_12236,,Pará,Toponym,landmark,Rio,Espiritu Santo,unspecified,TopUrbiPlace22534
id_12237,,Pará,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace22535
id_12238,,Pará,Toponym,landmark,Isla,Para,unspecified,TopUrbiPlace22536
id_12239,,Pará,Toponym,settlement,Pueblo,Carabaya,Perú,TopUrbiPlace22537
id_12240,,Pará,Toponym,settlement,Pueblo,Lucanas,Perú,TopUrbiPlace22538
id_12241,,Paracahuin,Toponym,landmark,Rio,Chile,Chile,TopUrbiPlace22539
id_12242,,Paracas,Toponym,landmark,Puerto,unspecified,Chile,TopUrbiPlace22540
id_12243,,Paracassa,Toponym,landmark,Rio,Jaen,Quito,TopUrbiPlace22541
id_12244,,Paracatus,Toponym,landmark,Rio,Espiritu Santo,Brasil,TopUrbiPlace22542
id_12245,,Paracausa,Toponym,landmark,Rio,Jaen,Quito,TopUrbiPlace22543
id_12246,,Paracay,Toponym,settlement,Pueblo,Nasca,Perú,TopUrbiPlace22544
id_12247,,Paracaz,Toponym,landmark,Puerto,Ica,Perú,TopUrbiPlace22545
id_12248,,Paracevini,Toponym,landmark,Rio,Amazonas,unspecified,TopUrbiPlace22546
id_12249,,San Pedro de Paracho,Toponym,settlement,Pueblo,Michoacan,unspecified,TopUrbiPlace22547
id_12250,,Paracuari,Toponym,settlement,Pueblo,Para,Brasil,TopUrbiPlace22548
id_12251,,Nuestra Señora de los Parados,Toponym,settlement,Pueblo,Buenos Aires,unspecified,TopUrbiPlace22549
id_12252,,Paragoana,Toponym,landmark,Punta de tierra,Venezuela,unspecified,TopUrbiPlace22550
id_12253,,Paragua,Toponym,landmark,Rio,Maracaibo,Nueva Granada,TopUrbiPlace22551
id_12254,,Paraguaca,Toponym,landmark,Rio,Todos Santos,Brasil,TopUrbiPlace22552
id_12255,,Paraguairi,Toponym,settlement,Villa,Paraguay,unspecified,TopUrbiPlace22553
id_12256,id_00662,Paraguan,Toponym,settlement,Pueblo,Venezuela,unspecified,TopUrbiPlace22554
id_12257,,Paraguana,Toponym,landmark,Península,Venezuela,Nueva Granada,TopUrbiPlace22555
id_12258,,Paraguari,Toponym,settlement,Pueblo,amazonas,unspecified,TopUrbiPlace22556
id_12259,,Paraguay,Toponym,territory,Provincia,Paraguay,Brasil,TopUrbiPlace22557
id_12260,,Paraguay,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace22558
id_12261,,Paraguayaura,Toponym,landmark,Rio,Cumana,unspecified,TopUrbiPlace22559
id_12262,,Paraguayes,Toponym,settlement,Pueblo,Buenos Aires,unspecified,TopUrbiPlace22560
id_12263,,Paraguayo,Toponym,landmark,Rio,Amazonas,Amazonas,TopUrbiPlace22561
id_12264,,Paraham,Toponym,settlement,Pueblo,Guyana,unspecified,TopUrbiPlace22562
id_12265,,Parahibo,Toponym,landmark,Rio,Rio Grande,Brasil,TopUrbiPlace22563
id_12266,,Paraiba,Toponym,territory,Provincia,Paraiba,Brasil,TopUrbiPlace22564
id_12267,,Paraiba,Toponym,landmark,Rio,Paraiba,Brasil,TopUrbiPlace22565
id_12268,,Paraiba,Toponym,landmark,Rio,Espiritu Santo,Brasil,TopUrbiPlace22566
id_12269,,Paraiba del Sur,Toponym,landmark,Rio,Rio de Janeiro,Brasil,TopUrbiPlace22567
id_12270,,Paraiba,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace22568
id_12271,,Paraiba,Toponym,settlement,Pueblo,Rio de Janeiro,unspecified,TopUrbiPlace22569
id_12272,,Paraibuna,Toponym,landmark,Rio,Rio de Janeiro,Brasil,TopUrbiPlace22570
id_12273,,Sierra de Paraigua,Toponym,landmark,Montañas,Barcelona,unspecified,TopUrbiPlace22571
id_12274,,Parai-guazu,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace22572
id_12275,,Parainaba,Toponym,landmark,Rio,Amazonas,unspecified,TopUrbiPlace22573
id_12276,,Paraisancos,Toponym,settlement,Pueblo,Lucanas,Perú,TopUrbiPlace22574
id_12277,,Paramaribo,Toponym,settlement,Ciudad,Surinam,unspecified,TopUrbiPlace22575
id_12278,,Paramaxibo,Toponym,settlement,Pueblo,Surinam,unspecified,TopUrbiPlace22576
id_12279,,Paramerin,Toponym,landmark,Rio,Todos Santos,unspecified,TopUrbiPlace22577
id_12280,,Paramos,Toponym,landmark,Cerros,unspecified,Quito,TopUrbiPlace22578
id_12281,,Parana,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace22579
id_12282,,Parana,Toponym,settlement,Pueblo,Amazonas,unspecified,TopUrbiPlace22580
id_12283,,Parana,Toponym,landmark,Rio,unspecified,Brasil,TopUrbiPlace22581
id_12284,,Paranagua,Toponym,settlement,Villa,San Vicente,Brasil,TopUrbiPlace22582
id_12285,,Paranagua,Toponym,landmark,Rio,San Vicente,unspecified,TopUrbiPlace22583
id_12286,,Paranaiba,Toponym,landmark,Rio,Portoseguro,Brasil,TopUrbiPlace22584
id_12287,,Paranaiba,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace22585
id_12288,,Paranamerin,Toponym,landmark,Rio,Seara,Brasil,TopUrbiPlace22586
id_12289,,Paranamiri,Toponym,landmark,Rio,Amazonas,unspecified,TopUrbiPlace22587
id_12290,,Minas de Paranapane,Toponym,structure,Minas,San Vicente,Brasil,TopUrbiPlace22588
id_12291,,Paranare,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace22589
id_12292,,Paranapitinga,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace22590
id_12293,,Encarnación de Paranapuras,Toponym,settlement,Pueblo,Maynas,Quito,TopUrbiPlace22591
id_12294,,Paranapuras,Toponym,landmark,Rio,unspecified,unspecified,TopUrbiPlace22592
id_12295,,Paranauna,Toponym,landmark,Rio,Portoseguro,Brasil,TopUrbiPlace22593
id_12296,,Paranay,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace22594
id_12297,,San Juan de Parangatecutiro,Toponym,settlement,Pueblo,Michoacan,unspecified,TopUrbiPlace22595
id_12298,,Paranos,Toponym,human_group,Nación,Maynas,unspecified,TopUrbiGroup22596
id_12299,,Parapamena,Toponym,landmark,Rio,San Pablo,Brasil,TopUrbiPlace22597
id_12300,,Parapiti,Toponym,landmark,Rio,Santa Cruz de la Sierra,Perú,TopUrbiPlace22598
id_12301,,Parapitinga,Toponym,landmark,Laguna,Portoseguro,Brasil,TopUrbiPlace22599
id_12302,,Parapu,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace22600
id_12303,,Parapura,Toponym,settlement,Pueblo,Venezuela,Nueva Granada,TopUrbiPlace22601
id_12304,,Paraquaro,Toponym,settlement,Pueblo,Tancitaro,Nueva España,TopUrbiPlace22602
id_12305,,San Agustín Paraquaro,Toponym,settlement,Pueblo,Sinagua,Nueva España,TopUrbiPlace22603
id_12306,,Pararca,Toponym,settlement,Pueblo,Parinacochas,Perú,TopUrbiPlace22604
id_12307,,Parare,Toponym,landmark,Rio,San Juan de los Llanos,Nueva Granada,TopUrbiPlace22605
id_12308,,Pararin,Toponym,settlement,Pueblo,Huaylas,Perú,TopUrbiPlace22606
id_12309,,Pararuma,Toponym,landmark,Peñasco,Orinoco,unspecified,TopUrbiPlace22607
id_12310,,Paras,Toponym,settlement,Pueblo,Vilcas-huaman,Perú,TopUrbiPlace22608
id_12311,,Parasis,Toponym,human_group,Nación,Chaco,unspecified,TopUrbiGroup22609
id_12312,,Paratapa,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace22610
id_12313,,Paratari,Toponym,landmark,Rio,Amazonas,Brasil,TopUrbiPlace22611
id_12314,,Parateca,Toponym,settlement,Aldea,Bahia,Brasil,TopUrbiPlace22612
id_12315,,Parati,Toponym,settlement,Villa,Rio de Janeiro,Brasil,TopUrbiPlace22613
id_12316,,Paratinga,Toponym,landmark,Rio,unspecified,Brasil,TopUrbiPlace22614
id_12317,,Paratininga,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace22615
id_12318,,Paratini,Toponym,landmark,Rio,Rey,Brasil,TopUrbiPlace22616
id_12319,,Paratipana,Toponym,landmark,Rio,Para,Brasil,TopUrbiPlace22617
id_12320,,Paravari,Toponym,landmark,Rio,Carabaya,Perú,TopUrbiPlace22618
id_12321,,Paravinanas,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace22619
id_12322,,Paraupasa,Toponym,landmark,Rio,unspecified,Brasil,TopUrbiPlace22620
id_12323,,Paraute,Toponym,settlement,Pueblo,Maracaibo,Nueva Granada,TopUrbiPlace22621
id_12324,,Paraute,Toponym,landmark,Rio,Maracaibo,unspecified,TopUrbiPlace22622
id_12325,,Parazu,Toponym,landmark,Rio,Seara,Brasil,TopUrbiPlace22623
id_12326,,Baxo de Parcela,Toponym,landmark,Baxo,Rio de Janeiro,Brasil,TopUrbiPlace22624
id_12327,,Parco,Toponym,settlement,Pueblo,Chilques y Masques,Perú,TopUrbiPlace22625
id_12328,,Parcos,Toponym,settlement,Pueblo,Angaraes,Perú,TopUrbiPlace22626
id_12329,,Parcu,Toponym,territory,Provincia,Parcu,Perú,TopUrbiPlace19798
id_12330,,Pardo,Toponym,landmark,Rio,Paraguay,unspecified,TopUrbiPlace19799
id_12331,,Pardo,Toponym,landmark,Rio,Brasil,Brasil,TopUrbiPlace19800
id_12332,,Pardo,Toponym,landmark,Rio,Rey,Brasil,TopUrbiPlace19801
id_12333,,Pardora,Toponym,settlement,Pueblo,Pernambuco,Brasil,TopUrbiPlace19802
id_12334,,Pare,Toponym,settlement,Pueblo,Velez,Nueva Granada,TopUrbiPlace19803
id_12335,,Pare,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace19804
id_12336,,Paredones,Toponym,settlement,Pueblo,Maule,Chile,TopUrbiPlace19805
id_12337,,Paredones,Toponym,settlement,Pueblo,Cuba,unspecified,TopUrbiPlace19806
id_12338,,Paredones,Toponym,landmark,Baxos,Cartagena,unspecified,TopUrbiPlace19807
id_12339,,Parham,Toponym,settlement,Ciudad,Antigua,unspecified,TopUrbiPlace19808
id_12340,,Pari,Toponym,settlement,Pueblo,Canta,Perú,TopUrbiPlace19809
id_12341,,Parham,Toponym,landmark,Rio,Canta,Perú,TopUrbiPlace19810
id_12342,,Parham,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace19811
id_12343,,Paria,Toponym,territory,Provincia,Paria,Perú,TopUrbiPlace19812
id_12343a,,Paria,Toponym,settlement,Villa,Paria,unspecified,TopUrbiPlace22627
id_12344,,Paria,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace22628
id_12345,,Paria,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace22629
id_12346,,Paria,Toponym,landmark,Golfo,Venezuela,unspecified,TopUrbiPlace22630
id_12347,,Paria,Toponym,landmark,Punta,Trinidad,unspecified,TopUrbiPlace22631
id_12348,,Pariacaca,Toponym,settlement,Pueblo,Huarochiri,Perú,TopUrbiPlace22632
id_12349,,Pariacoto,Toponym,settlement,Pueblo,Huaylas,Perú,TopUrbiPlace22633
id_12350,,Pariaguan,Toponym,settlement,Pueblo,Barcelona,unspecified,TopUrbiPlace22634
id_12351,,Pariahuanca,Toponym,settlement,Pueblo,Jauja,Perú,TopUrbiPlace22635
id_12352,,Pariamarca,Toponym,settlement,Pueblo,Canta,Perú,TopUrbiPlace22636
id_12353,,Parianchacra,Toponym,settlement,Pueblo,Tarma,Perú,TopUrbiPlace22637
id_12354,,Pariarca,Toponym,settlement,Pueblo,Huamalies,Perú,TopUrbiPlace22638
id_12355,,Paricatuba,Toponym,landmark,Laguna,Amazonas,Brasil,TopUrbiPlace22639
id_12356,,Cayo de la Parida,Toponym,landmark,Islote,Florida,unspecified,TopUrbiPlace22640
id_12357,,Parime,Toponym,landmark,Lago,Dorado,unspecified,TopUrbiPlace22641
id_12358,,Parime,Toponym,landmark,Rio,unspecified,unspecified,TopUrbiPlace22642
id_12359,,Parinacochas,Toponym,territory,Provincia,Parinacochas,Perú,TopUrbiPlace22643
id_12360,,Parinacota,Toponym,settlement,Pueblo,Arica,Perú,TopUrbiPlace22644
id_12361,,Pariquizes,Toponym,landmark,Rio,Amazonas,Brasil,TopUrbiPlace22645
id_12362,,Paris,Toponym,settlement,Pueblo,Barbados,unspecified,TopUrbiPlace22646
id_12363,,Paris,Toponym,landmark,Rio,Louisiana,Luisiana,TopUrbiPlace22647
id_12364,,Parita,Toponym,settlement,Pueblo,Nata,Tierra-Firme,TopUrbiPlace22648
id_12365,,Pariva,Toponym,landmark,Rio,Maracaibo,Nueva Granada,TopUrbiPlace22649
id_12366,,Parmunca,Toponym,landmark,Valle,not_mentioned,Perú,TopUrbiPlace22650
id_12367,,Parnaiba,Toponym,landmark,Rio,unspecified,Brasil,TopUrbiPlace22651
id_12368,,Parnapicaba,Toponym,settlement,Pueblo,San Vicente,Brasil,TopUrbiPlace22652
id_12369,,Montaña del Parnaso,Toponym,landmark,Monte,Guayana,unspecified,TopUrbiPlace22653
id_12370,,Paro,Toponym,landmark,Isla,Costa Rica,Guatemala,TopUrbiPlace22654
id_12371,,Paroque,Toponym,landmark,Rio,Todos Santos,Brasil,TopUrbiPlace22655
id_12372,,Parquin,Toponym,settlement,Pueblo,Chancay,Perú,TopUrbiPlace22656
id_12373,,Parra,Toponym,landmark,Isla,Tierra Firme,unspecified,TopUrbiPlace22657
id_12374,,San Joseph del Parral,Toponym,settlement,Pueblo Real de Minas,Tepehuana,Nueva Vizcaya,TopUrbiPlace22658
id_12375,,Parras,Toponym,settlement,Villa,Nueva Vizcaya,Nueva Vizcaya,TopUrbiPlace22659
id_12376,id_12375,Parras,Toponym,settlement,Pueblo,Nueva Vizcaya,Nueva Vizcaya,TopUrbiPlace22660
id_12377,,Parragotes,Toponym,human_group,Nación,Cayena,unspecified,TopUrbiGroup22661
id_12378,,Santa María de la Parrilla,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace22662
id_12379,,Parriparies,Toponym,human_group,Nación,Nuevo Reyno de Granada,Nueva Granada,TopUrbiGroup22663
id_12380,,Rocas Partidas,Toponym,landmark,Peñas,Veragua,Tierra-Firme,TopUrbiPlace22664
id_12381,,Partido,Toponym,landmark,Rio,Nicoya,Guatemala,TopUrbiPlace22665
id_12382,,Paru,Toponym,settlement,Villa,Amazonas,Brasil,TopUrbiPlace22666
id_12383,,Paru,Toponym,landmark,Rio,Amazonas,Brasil,TopUrbiPlace22667
id_12384,,Paru,Toponym,landmark,Rio,Caguan,Nueva Granada,TopUrbiPlace22668
id_12385,,Paru,Toponym,landmark,Remolino,unspecified,unspecified,TopUrbiPlace22669
id_12386,,Paruasi,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace22670
id_12387,,Paruipa,Toponym,landmark,Rio,Portoseguro,Brasil,TopUrbiPlace22671
id_12388,,Parulari,Toponym,landmark,Rio,Amazonas,Brasil,TopUrbiPlace22672
id_12389,,Pararuma,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace20128
id_12390,,Parupo,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace20129
id_12391,,Paruro,Toponym,settlement,Pueblo,Chilques y Masques,Perú,TopUrbiPlace20130
id_12392,,Passage,Toponym,settlement,Pueblo Presidio,Nueva Vizcaya,Nueva Vizcaya,TopUrbiPlace20131
id_12393,,Passage,Toponym,settlement,Ciudad,Jamaica,unspecified,TopUrbiPlace20132
id_12394,,Passage,Toponym,settlement,Pueblo de Indios,Latacunga,Quito,TopUrbiPlace20133
id_12395,,Passage,Toponym,settlement,Pueblo,Tucuman,unspecified,TopUrbiPlace20134
id_12396,,Passage,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace20135
id_12397,,Passage,Toponym,landmark,Rio,unspecified,Patagonia,TopUrbiPlace20136
id_12398,,Passage,Toponym,landmark,Angostura,unspecified,Patagonia,TopUrbiPlace20137
id_12399,,Pasagero,Toponym,landmark,Islote,Puerto Rico,unspecified,TopUrbiPlace20138
id_12400,,Pasagochi,Toponym,settlement,Pueblo,Taraumara,Nueva Vizcaya,TopUrbiPlace20139
id_12401,,Pasamacadie,Toponym,landmark,Rio,Sagadahook,unspecified,TopUrbiPlace20140
id_12402,,Pasamacadie,Toponym,landmark,Isla,Sagadahook,unspecified,TopUrbiPlace20141
id_12403,,Pasamaquada,Toponym,landmark,Rio,New Scotland,unspecified,TopUrbiPlace20142
id_12404,,Pasamayo,Toponym,landmark,Rio,Canta,Perú,TopUrbiPlace22673
id_12405,,Cabo Pasao,Toponym,landmark,Punta,Guayaquil,Quito,TopUrbiPlace22674
id_12406,,Pasaos,Toponym,human_group,Nación,Guayaquil,Quito,TopUrbiGroup22675
id_12407,,Pasatari,Toponym,landmark,Rio,Amazonas,Brasil,TopUrbiPlace22676
id_12408,,Pasatres,Toponym,settlement,Pueblo,Rey,Brasil,TopUrbiPlace22677
id_12409,,Pasca,Toponym,settlement,Pueblo,Nuevo Reyno de Granada,Nueva Granada,TopUrbiPlace22678
id_12410,,Pasca,Toponym,settlement,Pueblo,Sicasica,Perú,TopUrbiPlace22679
id_12411,,Pasca,Toponym,landmark,Rio,Tocaima,Nueva Granada,TopUrbiPlace22680
id_12412,,Pascagoula,Toponym,human_group,Pueblo de Indios,Luisiana,unspecified,TopUrbiGroup22681
id_12413,,Pascagoula,Toponym,landmark,Bahía,Luisiana,unspecified,TopUrbiPlace22682
id_12414,,Pascagoula,Toponym,landmark,Rio,Luisiana,unspecified,TopUrbiPlace22683
id_12415,,Pascamayo,Toponym,landmark,Puerto,Saña,Perú,TopUrbiPlace22684
id_12416,,Pascata,Toponym,settlement,Pueblo,Azangaro,Perú,TopUrbiPlace22685
id_12417,,Pascataway,Toponym,landmark,Rio,New England,unspecified,TopUrbiPlace22686
id_12418,id_12419,Pasco,Toponym,settlement,Pueblo,Jauja,Perú,TopUrbiPlace22687
id_12419,,Pasco,Toponym,settlement,Pueblo,Tarma,Perú,TopUrbiPlace22688
id_12420,,Pascono,Toponym,settlement,Pueblo,Antioquia,Nueva Granada,TopUrbiPlace22689
id_12421,,Pasiga,Toponym,landmark,Rio,Darien,Tierra-Firme,TopUrbiPlace22690
id_12422,,Pasimoni,Toponym,landmark,Rio,Guayana,unspecified,TopUrbiPlace22691
id_12423,,Paso,Toponym,settlement,Pueblo,Cochabamba,Perú,TopUrbiPlace22692
id_12424,id_01186,Paso,Toponym,settlement,Pueblo,Neiva,unspecified,TopUrbiPlace22693
id_12425,,Paso del Norte,Toponym,settlement,Pueblo Presidio,Nueva Vizcaya,Nueva Vizcaya,TopUrbiPlace22694
id_12426,,Guadalupe Paso,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace22695
id_12427,,Paspaya,Toponym,settlement,Pueblo Capital,Pilaya y Paspaya,Perú,TopUrbiPlace22696
id_12428,,Paspaya,Toponym,landmark,Rio,Pilaya y Paspaya,unspecified,TopUrbiPlace22697
id_12429,,Paspe,Toponym,landmark,Bahía,New Scotland,Nueva Escocia,TopUrbiPlace22698
id_12430,,Paspebia,Toponym,settlement,Pueblo,New Scotland,unspecified,TopUrbiPlace22699
id_12431,,Pasqua,Toponym,settlement,Pueblo,Mariquita,Nueva Granada,TopUrbiPlace22700
id_12432,,Pasqua,Toponym,landmark,Valle,Cumana,unspecified,TopUrbiPlace22701
id_12433,,Pasqua,Toponym,landmark,Isla,Ilheos,Brasil,TopUrbiPlace22702
id_12434,,Pasqua mala,Toponym,landmark,Punta,Puerto Rico,unspecified,TopUrbiPlace22703
id_12435,,Pasqual,Toponym,landmark,Rio,San Vicente,Brasil,TopUrbiPlace22704
id_12436,,Pasqual,Toponym,landmark,Punta,Saint-Domingue,unspecified,TopUrbiPlace22705
id_12437,,Pasqual,Toponym,landmark,Monte,Portoseguro,Brasil,TopUrbiPlace22706
id_12438,,Pasquaro,Toponym,settlement,Ciudad,Michoacan,Nueva España,TopUrbiPlace22707
id_12439,,Pasquotank,Toponym,territory,Condado,Carolina,unspecified,TopUrbiPlace22708
id_12440,,Pasta,Toponym,settlement,Pueblo,Popayan,Nueva Granada,TopUrbiPlace22709
id_12441,,Pastagoros,Toponym,human_group,Nación,unspecified,Nueva Granada,TopUrbiGroup22710
id_12442,id_12440,Pastar,Toponym,settlement,Pueblo,Popayan,Nueva Granada,TopUrbiPlace22711
id_12443,,Pastaza,Toponym,landmark,Rio,Quito,Quito,TopUrbiPlace22712
id_12444,,San Joseph de Pastepec,Toponym,settlement,Pueblo,Xalapa,Nueva España,TopUrbiPlace22713
id_12445,,Pasto,Toponym,territory,Partido,Popayan,Nueva Granada,TopUrbiPlace22714
id_12446,,San Juan de Pasto,Toponym,settlement,Ciudad,Pasto,unspecified,TopUrbiPlace22715
id_12447,,Pastoco,Toponym,landmark,Monte,Pasto,Nueva Granada,TopUrbiPlace22716
id_12448,,La Divina Pastora,Toponym,settlement,Pueblo,Guayana,unspecified,TopUrbiPlace22717
id_12449,,Pastoria,Toponym,landmark,Laguna,Tepehuana,unspecified,TopUrbiPlace22718
id_12450,,Pasuchua,Toponym,landmark,Cerro,Quito,Quito,TopUrbiPlace22719
id_12451,,Asunción de Pasudo,Toponym,settlement,Pueblo,Cajamarquilla,unspecified,TopUrbiPlace22720
id_12452,,Pasundele,Toponym,settlement,Pueblo de Indios,Chile,Chile,TopUrbiPlace22721
id_12453,,Pasuque,Toponym,settlement,Pueblo,Nuevo Mexico,Nuevo México,TopUrbiPlace22722
id_12454,,Pata,Toponym,settlement,Pueblo,Angaraes,Perú,TopUrbiPlace22723
id_12455,id_12543,Pata,Toponym,settlement,Pueblo,San Juan de los Llanos,Nueva Granada,TopUrbiPlace22724
id_12456,,Pata,Toponym,landmark,Rio,San Juan de los Llanos,Nueva Granada,TopUrbiPlace22725
id_12457,,Patagones,Toponym,human_group,Nación,Chile,Chile,TopUrbiGroup22726
id_12458,,Patagahatche,Toponym,landmark,Rio,Carolina,unspecified,TopUrbiPlace22727
id_12459,,Patahuasi,Toponym,settlement,Pueblo,Cotabambas,Perú,TopUrbiPlace22728
id_12460,,Patamack,Toponym,landmark,Rio,Virginia,unspecified,TopUrbiPlace22729
id_12461,,Patamba,Toponym,settlement,Pueblo,Periban,Nueva España,TopUrbiPlace22730
id_12462,,Patambuco,Toponym,settlement,Pueblo,Carabaya,Perú,TopUrbiPlace22731
id_12463,,Patameragouche,Toponym,settlement,Pueblo de Indios,New Scotland,Nueva Escocia,TopUrbiPlace22732
id_12464,,Pataneima,Toponym,landmark,Puerto,Caracas,Nueva Granada,TopUrbiPlace22733
id_12465,,Santa María de Patapa,Toponym,settlement,Pueblo,Tehuantepec,Nueva España,TopUrbiPlace22734
id_12466,,Patapsco,Toponym,landmark,Rio,Maryland,unspecified,TopUrbiPlace22735
id_12467,,Pataqueña,Toponym,settlement,Pueblo,Chumbivilcas,Perú,TopUrbiPlace22736
id_12468,,Patari,Toponym,landmark,Rio,Esmeraldas,Quito,TopUrbiPlace22737
id_12469,,Patasasa,Toponym,settlement,Pueblo,Huanta,Perú,TopUrbiPlace22738
id_12470,,Patate,Toponym,territory,Partido,Ambato,Quito,TopUrbiPlace22739
id_12471,,Patate,Toponym,landmark,Rio,Latacunga,Quito,TopUrbiPlace22740
id_12472,,Pataz,Referral,Referral,None,unspecified,unspecified,TopUrbiPlace22741
id_12473,,Pataz,Toponym,settlement,Pueblo,Cajamarquilla,unspecified,TopUrbiPlace22742
id_12474,,Patazcachi,Toponym,settlement,Pueblo,Larecaja,Perú,TopUrbiPlace22743
id_12475,,Patcootyeak,Toponym,landmark,Rio,New Scotland,unspecified,TopUrbiPlace22744
id_12476,,Patesons,Toponym,landmark,Rio,Virginia,unspecified,TopUrbiPlace22745
id_12477,,Pati,Toponym,landmark,Rio,Bogota,Nueva Granada,TopUrbiPlace22746
id_12478,,Patia,Toponym,settlement,Pueblo,Popayan,Nueva Granada,TopUrbiPlace22747
id_12479,,Patia,Toponym,landmark,Rio,Quito,Quito,TopUrbiPlace22748
id_12480,,Patia,Toponym,landmark,Valle,Popayan,unspecified,TopUrbiPlace22749
id_12481,,Punta de Patiño,Toponym,landmark,Punta,Darien,Tierra-Firme,TopUrbiPlace22750
