GroupID;corresp_entry;volume;nombre;type;featuretype;conf_identity;idno_base;gazetteermatch;Province;Region;conf_loc_verbal;Lat;Lon;auto;review-note-es;review-note-en;review-note-fr;category-note-es;category-note-en;category-note-fr;doublette-note-es;doublette-note-en;doublette-note-fr;imaginary-note-es;imaginary-note-en;imaginary-note-fr;artifact-note-es;artifact-note-en;artifact-note-fr;historical-note-es;historical-note-en;historical-note-fr;reviewer
TopUrbiGroup10010;id_00014;1;Abanes;Indigenous-political;Nación;-;;;San Juan de los Llanos;Nuevo Reyno de Granada;Dummy coordinates in the wide region;7;-73,5;10;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10014;id_00018;1;Abeicas;Indigenous-political;Nación;-;;;Canada;Canada;Dummy coordinates in the wide region;44,0014;-80,4986;14;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10019;id_00023;1;Abipones;Indigenous-political;Nación;-;;;Tucuman;Rio de la Plata;Dummy coordinates in the wide region;-28,4081;-66,4681;19;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10024;id_00028;1;Abitigas;Indigenous-political;Nación;-;;;Tarma;Peru;Dummy coordinates in the wide region;-10,8076;-76,0576;24;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10082;id_00084;1;Acaxee;Indigenous-political;Nación;-;;;Topia;Nueva Vizcaya;Dummy coordinates in the wide region;24,8982;-106,6118;82;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10094;id_00096;1;Achagua;Indigenous-political;Nación;-;;;unspecified;Llanos;Dummy coordinates in the wide region;6,0094;-73,7906;94;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10180;id_00181;1;Agaces;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-25,202;-55,842;180;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10186;id_00187;1;Aunalos;Indigenous-political;Nación;-;;;unspecified;Llanos;Dummy coordinates in the wide region;6,1186;-73,7814;186;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10192;id_00193;1;Agrias;Indigenous-political;Nación;-;;;Santa Marta;Nuevo Reyno de Granada;Dummy coordinates in the wide region;10,7792;-74,0508;192;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10285;id_03835;1;Chiugotos;Indigenous-political;Nación;-;;;Venezuela;Venezuela;Dummy coordinates in the wide region;9,8683;-68,0017;285;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10379;id_00278;1;Ahome;Indigenous-political;Nación;-;;;Sinaloa;Nueva Vizcaya;Dummy coordinates in the wide region;25,8181;-108,2619;379;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10439;id_00338;1;Airicos;Indigenous-political;Nación;-;;;Nuevo Reyno de Granada;Nuevo Reyno de Granada;Dummy coordinates in the wide region;4,6341;-74,0459;439;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10446;id_00345;1;Aiuinos;Indigenous-political;Nación;-;;;Sinaloa;Nueva Vizcaya;Dummy coordinates in the wide region;25,8248;-108,2552;446;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10455;id_00354;1;Ajoues;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;43,94666921;-96,53704736;455;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup10457;id_00356;1;Akanceas;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;34,5059;-92,3241;457;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10513;id_00411;1;Alcoholades;Indigenous-political;Nación;-;;;Venezuela;Venezuela;Dummy coordinates in the wide region;9,6015;-68,0285;513;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10531;id_00429;1;Algonquinenses;Indigenous-political;Nación;-;;;Canada;Canada;Dummy coordinates in the wide region;43,5433;-79,9567;531;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10536;id_00434;1;Alibamons;Indigenous-political;Nación;-;;;Luisiana;Middleground;Dummy coordinates in the wide region;32,3638;-89,5362;536;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10543;id_00441;1;Alkansas;Indigenous-political;Nación;-;;;Canada;Canada;Dummy coordinates in the wide region;43,5445;-80,0555;543;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10584;id_00709;1;Ancamares;Indigenous-political;Nación;-;;;Amazonas;Brasil;Location represents an area – the location is relative to others;-3,77856138;-58,97043297;584;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup10585;id_00710;1;Ancas;Indigenous-political;Nación;-;;;Huaylas;Peru;Dummy coordinates in the wide region;-9,4213;-77,5813;585;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10614;id_03874;1;Choques;Indigenous-political;Nación;-;;;Nuevo Reyno de Granada;Nuevo Reyno de Granada;Dummy coordinates in the wide region;4,6516;-74,0284;614;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10617;id_03877;1;Choromoros;Indigenous-political;Nación;-;;;unspecified;Rio de la Plata;Dummy coordinates in the wide region;-9,0381;-75,7481;617;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10653;id_02128;1;Borilos;Indigenous-political;Nación;-;;;Lima;Peru;Dummy coordinates in the wide region;-11,7445;-75,7445;653;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10666;id_02141;1;Boros;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-16,9632;-60,2632;666;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10717;id_00510;1;Amacaches;Indigenous-political;Nación;-;;;Rio de Janeiro;Brasil;Location represents an area – the location is relative to others;-22,94366411;-44,03134155;717;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;La existencia real de este grupo es dudosa.;The real existence of this group is doubtful.;L'existence réelle de ce groupe est douteuse.;;;;CLD
TopUrbiGroup10735;id_00528;1;Amamazos;Indigenous-political;Nación;-;;;unspecified;Maynas;Dummy coordinates in the wide region;-9,2263;-75,7363;735;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10747;id_00540;1;Amapaes;Indigenous-political;Nación;-;;;Nueva Andalucia;Nueva Andalucia;Dummy coordinates in the wide region;7,0649;-64,9351;747;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10798;id_00605;1;Amixocores;Indigenous-political;Nación;-;;;unspecified;Brasil;Location represents an area – the location is relative to others;-22,76303762;-44,53479004;798;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;La existencia real de este grupo es dudosa.;The real existence of this group is doubtful.;L'existence réelle de ce groupe est douteuse.;;;;CLD
TopUrbiGroup10815;id_00622;1;Ampones;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-24,9183;-56,6283;815;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10822;id_00629;1;Amurcas;Indigenous-political;Nación;-;;;Nuevo Reyno de Granada;Nuevo Reyno de Granada;Dummy coordinates in the wide region;4,6724;-74,0076;822;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10922;id_00744;1;Ancuteres;Indigenous-political;Nación;-;;;Quito;Quito;Dummy coordinates in the wide region;-0,1876;-78,3176;922;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup10947;id_00769;1;Andastes;Indigenous-political;Nación;-;;;Canada;Canada;Dummy coordinates in the wide region;43,5849;-80,1151;947;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11046;id_00867;1;Anibalis;Indigenous-political;Nación;-;;;Nuevo Reyno de Granada;Nuevo Reyno de Granada;Dummy coordinates in the wide region;4,6948;-73,9852;1046;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11064;id_00884;1;Annaciois;Indigenous-political;Nación;-;;;Portoseguro;Brasil;Location represents an area – the location is relative to others;-12,6885761;-45,06251526;1064;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup11082;id_00902;1;Antalis;Indigenous-political;Nación;-;;;Coquimbo;Chile;Dummy coordinates in the wide region;-30,1416;-70,7016;1082;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11184;id_01000;1;Apalaches;Indigenous-political;Nación;-;;;Florida;Luisiana;Dummy coordinates in the wide region;30,5086;-82,9914;1184;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11186;id_01001;1;Apalaches;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;30,83906626;-87,98813737;1186;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup11193;id_01008;1;Apantos;Indigenous-political;Nación;-;;;Guayaquil;Quito;Dummy coordinates in the wide region;-2,1905;-79,9205;1193;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11204;id_01019;1;Aperas;Indigenous-political;Nación;-;;;Marañon;Brasil;Location represents an area sufficiently;-3,61301;-59,62078;1204;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup11206;id_01021;1;Aperrues;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-24,5892;-55,3392;1206;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11207;id_01022;1;Apetuos;Indigenous-political;Nación;-;;;Portoseguro;Brasil;Location represents an area – the location is relative to others;-16,42883683;-39,5453186;1207;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;La existencia real de este grupo es dudosa.;The real existence of this group is doubtful.;L'existence réelle de ce groupe est douteuse.;;;;CLD
TopUrbiGroup11210;id_01025;1;Apichiqui;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-0,4788;-76,7888;1210;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11228;id_01043;1;Apotos;Indigenous-political;Nación;-;;;Amazonas;Brasil;Location represents an area sufficiently;-2,08165;-56,77178;1228;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup11237;id_01052;1;Apuies;Indigenous-political;Nación;-;;;Rio de Janeiro;Brasil;Location represents an area – the location is relative to others;-22,49936562;-44,56773376;1237;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;La existencia real de este grupo es dudosa.;The real existence of this group is doubtful.;L'existence réelle de ce groupe est douteuse.;;;;CLD
TopUrbiGroup11251;id_01066;1;Aquiguires;Indigenous-political;Nación;-;;;unspecified;Brasil;Location represents an area – the location is relative to others;-20,22563061;-41,26074219;1251;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;La existencia real de este grupo es dudosa.;The real existence of this group is doubtful.;L'existence réelle de ce groupe est douteuse.;;;;CLD
TopUrbiGroup11271;id_01086;1;Aracuyes;Indigenous-political;Nación;-;;;unspecified;Brasil;Location represents an area – the location is relative to others;-8,7719233;-38,72964478;1271;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;La existencia real de este grupo es dudosa.;The real existence of this group is doubtful.;L'existence réelle de ce groupe est douteuse.;;;;CLD
TopUrbiGroup11303;id_01118;1;Arasas;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-3,9795;-75,2795;1303;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11309;id_01124;1;Araucanos;Indigenous-political;Nación;-;https://pueblosoriginarios.com/;sur/patagonia/mapuche/mapuche.html;unspecified;Chile;Location represents an area well;-38,59;-72;1309;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11340;id_01155;1;Ardas;Indigenous-political;Nación;-;;;Quijos;Maynas;Dummy coordinates in the wide region;-3,7658;-73,7558;1340;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11364;id_01194;1;Arica;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;45,64283639;-100,1259427;1364;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup11372;id_01202;1;Aricaretis;Indigenous-political;Nación;-;;;Guayana;Nueva Andalucia;Dummy coordinates in the wide region;0,595634816;-51,70141876;1372;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11376;id_01206;1;Aricoris;Indigenous-political;Nación;-;;;Dorado;Nueva Andalucia;Dummy coordinates in the wide region;8,0278;-63,0722;1376;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11402;id_01232;1;Armiros;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-22,9696;-54,1696;1402;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11403;id_01233;1;Armuciceses;Indigenous-political;Nación;-;;;Canada;Canada;Dummy coordinates in the wide region;44,0305;-81,0695;1403;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11429;id_01259;1;Arrianicosies;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-25,0569;-54,8769;1429;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11441;id_01271;1;Aruacas;Indigenous-political;Nación;-;;;Orinoco;Nueva Andalucia;Dummy coordinates in the wide region;0,602334816;-51,69471876;1441;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11452;id_01282;1;Aruporecas;Indigenous-political;Nación;-;;;Chiquitos;Santa Cruz de la Sierra;Dummy coordinates in the wide region;-16,6446;-60,1246;1452;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11491;id_02109;1;Bondas;Indigenous-political;Nación;-;;;Santa Marta;Nuevo Reyno de Granada;Dummy coordinates in the wide region;10,6993;-73,7207;1491;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11567;id_01310;1;Assiniboleses;Indigenous-political;Nación;-;;;Canada;Canada;Dummy coordinates in the wide region;43,5483;-80,2517;1567;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11598;id_01340;1;Atacapas;Indigenous-political;Nación;-;;;Luisiana;Middleground;Dummy coordinates in the wide region;32,8114;-93,3486;1598;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11615;id_01357;1;Atauillos;Indigenous-political;Nación;-;;;Jauja;Peru;Dummy coordinates in the wide region;-11,8669;-75,2269;1615;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11638;id_01379;1;Atigouantines;Indigenous-political;Nación;-;;;Canada;Canada;Dummy coordinates in the wide region;44,0554;-80,9446;1638;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11717;id_01458;1;Augaras;Indigenous-political;Nación;-;;;unspecified;Brasil;Location represents an area – the location is relative to others;-16,41714329;-39,97372436;1717;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup11730;id_01471;1;Auoyelles;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;36,4346;-93,3954;1730;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11739;id_01480;1;Autis;Indigenous-political;Nación;-;;;Tarma;Peru;Dummy coordinates in the wide region;-10,4945;-76,0045;1739;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11751;id_01492;1;Ayacores;Indigenous-political;Nación;-;;;Quijos y Macas;Maynas;Dummy coordinates in the wide region;-3,9333;-74,4333;1751;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11752;id_01493;1;Ayahuacas;Indigenous-political;Nación;-;;;unspecified;Quito;Dummy coordinates in the wide region;-9,1732;-75,7332;1752;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11753;id_01494;1;Ayauiris;Indigenous-political;Nación;-;;;unspecified;Peru;Dummy coordinates in the wide region;-9,2731;-75,7331;1753;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11754;id_01495;1;Ayenis;Indigenous-political;Nación;-;;;Florida;Luisiana;Dummy coordinates in the wide region;30,567;-83,033;1754;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11827;id_01583;1;Bayagoulas;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;37,59250716;-94,26576556;1827;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup11906;id_01660;1;Banomas;Indigenous-political;Nación;-;;;Quito;Quito;Dummy coordinates in the wide region;-0,1878;-78,2878;1906;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11960;id_01714;1;Barbudos;Indigenous-political;Nación;-;;;Marañon;Brasil;Dummy coordinates in the wide region;-3,9124;-65,4124;1960;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11961;id_01715;1;Barbures;Indigenous-political;Nación;-;;;unspecified;Nuevo Reyno de Granada;Dummy coordinates in the wide region;6,2877;-73,7123;1961;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup11970;id_01723;1;Barecyes;Indigenous-political;Nación;-;;;Paraguay;Rio de la Plata;Dummy coordinates in the wide region;-22,9114;-54,7114;1970;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup12046;id_01811;1;Bauros;Indigenous-political;Nación;-;;;Moxos;Maynas;Dummy coordinates in the wide region;-13,6125;-64,9925;2046;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup12069;id_01834;1;Becauas;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-3,9002;-74,5002;2069;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup12268;id_02046;1;Bobures;Indigenous-political;Nación;-;;;Venezuela;Venezuela;Dummy coordinates in the wide region;9,7697;-68,3103;2268;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup12294;id_02071;1;Bodiguas;Indigenous-political;Nación;-;;;Santa Marta;Nuevo Reyno de Granada;Dummy coordinates in the wide region;10,6823;-74,0277;2294;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup12574;id_02299;1;Burais;Indigenous-political;Nación;-;;;Marañon;Brasil;Location represents an area well;-3,3851474;-58,71451491;2574;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup12696;id_02421;1;Cadodaquis;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;37,61070716;-94,27756556;2696;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup12823;id_02577;1;Callisecas;Indigenous-political;Nación;-;;;unspecified;Maynas;Dummy coordinates in the wide region;-9,3134;-75,7234;2823;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup12875;id_02629;1;Camavos;Indigenous-political;Nación;-;;;Ucayli;Peru;Dummy coordinates in the wide region;-8,4182;-75,0182;2875;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup12879;id_02633;1;Cambas;Indigenous-political;Nación;-;;;Ucayali;Peru;Dummy coordinates in the wide region;-8,4178;-74,9178;2879;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup12957;id_02709;1;Canibales;Indigenous-political;Nación;-;;;Caribe;Caribe;Dummy coordinates in the wide region;12,59;-61,91;2957;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup12958;id_02710;1;Canicuaris;Indigenous-political;Nación;-;;;Marañon;Brasil;Location represents an area sufficiently;-2,16266;-60,80209;2958;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup12960;id_02712;1;Caniouis;Indigenous-political;Nación;-;;;Luisiana;Luisiana;Dummy coordinates in the wide region;37,63850716;-94,28976556;2960;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;Este grupo ha sido mal categorizado en Alcedo.;This group has been miscategorized in Alcedo.;Ce groupe a été mal catégorisé dans Alcedo.;;;;;;;;;;;;;WS
TopUrbiGroup13092;id_02858;1;Carangues;Indigenous-political;Nación;-;;;Quito;Quito;Dummy coordinates in the wide region;-0,265;-78,385;3092;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup13149;id_02929;1;Caribes;Indigenous-political;Nación;-;;;Caribana;Nueva Andalucia;Dummy coordinates in the wide region;7,5121;-59,4879;3149;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup13226;id_03021;1;Caruparabas;Indigenous-political;Nación;-;;;unspecified;Brasil;Location represents an area sufficiently;-1,22157;-61,73654;3226;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;CLD
TopUrbiGroup13379;id_03182;1;Cauinas;Indigenous-political;Nación;-;;;Charcas;Charcas;Dummy coordinates in the wide region;-15,23228602;-68,77117058;3379;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
TopUrbiGroup13382;id_03185;1;Caumares;Indigenous-political;Nación;-;;;Maynas;Maynas;Dummy coordinates in the wide region;-4,8846;-75,6246;3382;Este grupo no ha sido revisado.;This group has not been looked at.;Ce groupe n'a pas été examiné.;;;;;;;;;;;;;;;;WS
